...1,gene id,...3,Gene,...5
IUUC-Hsa-046565,ENSG00000157020.17,P55735-3, D3S1231E,Homo sapiens
IUUC-Hsa-046565,ENSG00000157020.17,P55735-3, SEC13L1,Homo sapiens
IUUC-Hsa-046565,ENSG00000157020.17,P55735-3, SEC13R,Homo sapiens
IUUC-Hsa-046373,ENSG00000092377.13,Q9BQ87,TBL1Y,Homo sapiens
IUUC-Hsa-046373,ENSG00000092377.13,Q9BQ87, TBL1,Homo sapiens
IUUC-Hsa-046721,ENSG00000115761.15,Q9BSC4,NOL10,Homo sapiens
IUUC-Hsa-045939,ENSG00000164287.12,Q86Y33,CDC20B,Homo sapiens
IUUC-Hsa-045939,ENSG00000164287.12,Q86Y33, G6VTS76519,Homo sapiens
IUUC-Hsa-045763,ENSG00000172915.18,Q8NFP9-2,NBEA,Homo sapiens
IUUC-Hsa-045763,ENSG00000172915.18,Q8NFP9-2, BCL8B,Homo sapiens
IUUC-Hsa-045763,ENSG00000172915.18,Q8NFP9-2, KIAA1544,Homo sapiens
IUUC-Hsa-045763,ENSG00000172915.18,Q8NFP9-2, LYST2,Homo sapiens
IUUC-Hsa-046121,ENSG00000111845.4,Q9NWT1,PAK1IP1,Homo sapiens
IUUC-Hsa-046121,ENSG00000111845.4,Q9NWT1, PIP1,Homo sapiens
IUUC-Hsa-046121,ENSG00000111845.4,Q9NWT1, WDR84,Homo sapiens
IUUC-Hsa-046450,ENSG00000078369.17,P62873,GNB1,Homo sapiens
IUUC-Hsa-046407,ENSG00000101940.17,Q9H1Z4,WDR13,Homo sapiens
IUUC-Hsa-046461,ENSG00000106829.18,Q04727-3,TLE4,Homo sapiens
IUUC-Hsa-046461,ENSG00000106829.18,Q04727-3, GRG4,Homo sapiens
IUUC-Hsa-046461,ENSG00000106829.18,Q04727-3, KIAA1261,Homo sapiens
IUUC-Hsa-045804,ENSG00000136875.12,O43172,PRPF4,Homo sapiens
IUUC-Hsa-045804,ENSG00000136875.12,O43172, PRP4,Homo sapiens
IUUC-Hsa-046410,ENSG00000148225.15,Q8NA23,WDR31,Homo sapiens
IUUC-Hsa-046734,ENSG00000084623.11,Q13347,EIF3I,Homo sapiens
IUUC-Hsa-046734,ENSG00000084623.11,Q13347, EIF3S2,Homo sapiens
IUUC-Hsa-046734,ENSG00000084623.11,Q13347, TRIP1,Homo sapiens
IUUC-Hsa-045666,ENSG00000165288.10,Q6RI45,BRWD3,Homo sapiens
IUUC-Hsa-046030,ENSG00000119333.11,Q96EX3,WDR34,Homo sapiens
IUUC-Hsa-046119,ENSG00000198889.4,Q5VU92,DCAF12L1,Homo sapiens
IUUC-Hsa-046119,ENSG00000198889.4,Q5VU92, WDR40B,Homo sapiens
IUUC-Hsa-046857,ENSG00000152763.16,Q5VTH9,WDR78,Homo sapiens
IUUC-Hsa-046370,ENSG00000075826.16,Q9NQW1,SEC31B,Homo sapiens
IUUC-Hsa-046370,ENSG00000075826.16,Q9NQW1, SEC31L2,Homo sapiens
IUUC-Hsa-046602,ENSG00000168438.14,O60508,CDC40,Homo sapiens
IUUC-Hsa-046602,ENSG00000168438.14,O60508, EHB3,Homo sapiens
IUUC-Hsa-046602,ENSG00000168438.14,O60508, PRP17,Homo sapiens
IUUC-Hsa-046602,ENSG00000168438.14,O60508, PRPF17,Homo sapiens
IUUC-Hsa-045788,ENSG00000154473.17,O43684,BUB3,Homo sapiens
IUUC-Hsa-046078,ENSG00000122218.14,P53621-2,COPA,Homo sapiens
IUUC-Hsa-046660,ENSG00000135541.20,Q8N157,AHI1,Homo sapiens
IUUC-Hsa-046178,ENSG00000135801.9,O75529,TAF5L,Homo sapiens
IUUC-Hsa-046178,ENSG00000135801.9,O75529, PAF65B,Homo sapiens
IUUC-Hsa-046175,ENSG00000162843.17,B1ANS9,WDR64,Homo sapiens
IUUC-Hsa-046372,ENSG00000139116.18,Q7Z4S6,KIF21A,Homo sapiens
IUUC-Hsa-046372,ENSG00000139116.18,Q7Z4S6, KIAA1708,Homo sapiens
IUUC-Hsa-046372,ENSG00000139116.18,Q7Z4S6, KIF2,Homo sapiens
IUUC-Hsa-046362,ENSG00000198554.11,O75717,WDHD1,Homo sapiens
IUUC-Hsa-046362,ENSG00000198554.11,O75717, AND1,Homo sapiens
IUUC-Hsa-046326,ENSG00000198354.6,Q5VW00,DCAF12L2,Homo sapiens
IUUC-Hsa-046326,ENSG00000198354.6,Q5VW00, WDR40C,Homo sapiens
IUUC-Hsa-045910,ENSG00000196151.10,Q8N9V3,WDSUB1,Homo sapiens
IUUC-Hsa-045910,ENSG00000196151.10,Q8N9V3, WDSAM1,Homo sapiens
IUUC-Hsa-046196,ENSG00000115207.13,Q8WUA4,GTF3C2,Homo sapiens
IUUC-Hsa-046196,ENSG00000115207.13,Q8WUA4, KIAA0011,Homo sapiens
IUUC-Hsa-046333,ENSG00000138002.14,Q9UG01-3,IFT172,Homo sapiens
IUUC-Hsa-046333,ENSG00000138002.14,Q9UG01-3, KIAA1179,Homo sapiens
IUUC-Hsa-046943,ENSG00000120314.18,Q9H6Y2,WDR55,Homo sapiens
IUUC-Hsa-046658,ENSG00000047056.14,Q9Y2I8,WDR37,Homo sapiens
IUUC-Hsa-046658,ENSG00000047056.14,Q9Y2I8, KIAA0982,Homo sapiens
IUUC-Hsa-045717,ENSG00000196792.11,Q13033,STRN3,Homo sapiens
IUUC-Hsa-045717,ENSG00000196792.11,Q13033, GS2NA,Homo sapiens
IUUC-Hsa-045717,ENSG00000196792.11,Q13033, SG2NA,Homo sapiens
IUUC-Hsa-045871,ENSG00000196455.7,Q99570,PIK3R4,Homo sapiens
IUUC-Hsa-045871,ENSG00000196455.7,Q99570, VPS15,Homo sapiens
IUUC-Hsa-046482,ENSG00000214595.11,Q6ZMW3,EML6,Homo sapiens
IUUC-Hsa-046482,ENSG00000214595.11,Q6ZMW3, EML5L,Homo sapiens
IUUC-Hsa-046138,ENSG00000166359.10,Q6ZMY6,WDR88,Homo sapiens
IUUC-Hsa-046138,ENSG00000166359.10,Q6ZMY6, PQWD,Homo sapiens
IUUC-Hsa-046466,ENSG00000105875.13,A4D1P6,WDR91,Homo sapiens
IUUC-Hsa-046466,ENSG00000105875.13,A4D1P6, HSPC049,Homo sapiens
IUUC-Hsa-046794,ENSG00000166596.14,Q8N1V2,CFAP52,Homo sapiens
IUUC-Hsa-046794,ENSG00000166596.14,Q8N1V2, WDR16,Homo sapiens
IUUC-Hsa-046794,ENSG00000166596.14,Q8N1V2, WDRPUH,Homo sapiens
IUUC-Hsa-046996,ENSG00000065183.15,Q9UNX4,WDR3,Homo sapiens
IUUC-Hsa-046813,ENSG00000005448.16,Q9H977,WDR54,Homo sapiens
IUUC-Hsa-046725,ENSG00000167549.18,Q6QEF8-5,CORO6,Homo sapiens
IUUC-Hsa-046725,ENSG00000167549.18,Q6QEF8-5, PP1009,Homo sapiens
IUUC-Hsa-046725,ENSG00000167549.18,Q6QEF8-5, PP1782,Homo sapiens
IUUC-Hsa-046725,ENSG00000167549.18,Q6QEF8-5, PP1881,Homo sapiens
IUUC-Hsa-046293,ENSG00000106789.12,Q92828,CORO2A,Homo sapiens
IUUC-Hsa-046293,ENSG00000106789.12,Q92828, IR10,Homo sapiens
IUUC-Hsa-046293,ENSG00000106789.12,Q92828, WDR2,Homo sapiens
IUUC-Hsa-046154,ENSG00000172725.13,Q9BR76,CORO1B,Homo sapiens
IUUC-Hsa-045989,ENSG00000164654.15,Q9NXC5,MIOS,Homo sapiens
IUUC-Hsa-046220,ENSG00000074211.13,Q9Y2T4-2,PPP2R2C,Homo sapiens
IUUC-Hsa-045664,ENSG00000066629.16,O00423-3,EML1,Homo sapiens
IUUC-Hsa-045664,ENSG00000066629.16,O00423-3, EMAP1,Homo sapiens
IUUC-Hsa-045664,ENSG00000066629.16,O00423-3, EMAPL,Homo sapiens
IUUC-Hsa-045664,ENSG00000066629.16,O00423-3, EMAPL1,Homo sapiens
IUUC-Hsa-046698,ENSG00000184432.9,P35606,COPB2,Homo sapiens
IUUC-Hsa-046165,ENSG00000144451.18,Q8N0X2,SPAG16,Homo sapiens
IUUC-Hsa-046165,ENSG00000144451.18,Q8N0X2, PF20,Homo sapiens
IUUC-Hsa-046403,ENSG00000160193.11,P57081,WDR4,Homo sapiens
IUUC-Hsa-046217,ENSG00000185838.13,Q9BYB4,GNB1L,Homo sapiens
IUUC-Hsa-046217,ENSG00000185838.13,Q9BYB4, GY2,Homo sapiens
IUUC-Hsa-046217,ENSG00000185838.13,Q9BYB4, KIAA1645,Homo sapiens
IUUC-Hsa-046217,ENSG00000185838.13,Q9BYB4, WDR14,Homo sapiens
IUUC-Hsa-046217,ENSG00000185838.13,Q9BYB4, FKSG1,Homo sapiens
IUUC-Hsa-047005,ENSG00000068885.14,Q9P2H3,IFT80,Homo sapiens
IUUC-Hsa-047005,ENSG00000068885.14,Q9P2H3, KIAA1374,Homo sapiens
IUUC-Hsa-047005,ENSG00000068885.14,Q9P2H3, WDR56,Homo sapiens
IUUC-Hsa-045813,ENSG00000131652.13,Q86W42,THOC6,Homo sapiens
IUUC-Hsa-045813,ENSG00000131652.13,Q86W42, WDR58,Homo sapiens
IUUC-Hsa-045813,ENSG00000131652.13,Q86W42, PSEC0006,Homo sapiens
IUUC-Hsa-046627,ENSG00000283652.1,Q6ZS81,WDFY4,Homo sapiens
IUUC-Hsa-046627,ENSG00000283652.1,Q6ZS81, C10orf64,Homo sapiens
IUUC-Hsa-046627,ENSG00000283652.1,Q6ZS81, KIAA1607,Homo sapiens
IUUC-Hsa-046861,ENSG00000158560.14,O14576,DYNC1I1,Homo sapiens
IUUC-Hsa-046861,ENSG00000158560.14,O14576, DNCI1,Homo sapiens
IUUC-Hsa-046861,ENSG00000158560.14,O14576, DNCIC1,Homo sapiens
IUUC-Hsa-045809,ENSG00000179698.13,A6NE52,WDR97,Homo sapiens
IUUC-Hsa-045809,ENSG00000179698.13,A6NE52, KIAA1875,Homo sapiens
IUUC-Hsa-046351,ENSG00000196998.17,Q9Y484-2,WDR45,Homo sapiens
IUUC-Hsa-046351,ENSG00000196998.17,Q9Y484-2, WDRX1,Homo sapiens
IUUC-Hsa-046351,ENSG00000196998.17,Q9Y484-2, WDRXI4,Homo sapiens
IUUC-Hsa-046351,ENSG00000196998.17,Q9Y484-2, WIPI4,Homo sapiens
IUUC-Hsa-046351,ENSG00000196998.17,Q9Y484-2, JM5,Homo sapiens
IUUC-Hsa-045833,ENSG00000136709.11,Q9C0J8,WDR33,Homo sapiens
IUUC-Hsa-045833,ENSG00000136709.11,Q9C0J8, WDC146,Homo sapiens
IUUC-Hsa-045903,ENSG00000164506.14,Q5T5C0,STXBP5,Homo sapiens
IUUC-Hsa-045903,ENSG00000164506.14,Q5T5C0, LLGL3,Homo sapiens
IUUC-Hsa-046359,ENSG00000168010.10,Q8NAA4,ATG16L2,Homo sapiens
IUUC-Hsa-046359,ENSG00000168010.10,Q8NAA4, WDR80,Homo sapiens
IUUC-Hsa-046525,ENSG00000176566.4,Q8NA75,DCAF4L2,Homo sapiens
IUUC-Hsa-046525,ENSG00000176566.4,Q8NA75, WDR21C,Homo sapiens
IUUC-Hsa-046391,ENSG00000112357.12,O00628,PEX7,Homo sapiens
IUUC-Hsa-046391,ENSG00000112357.12,O00628, PTS2R,Homo sapiens
IUUC-Hsa-046004,ENSG00000131899.10,Q15334,LLGL1,Homo sapiens
IUUC-Hsa-046004,ENSG00000131899.10,Q15334, DLG4,Homo sapiens
IUUC-Hsa-046004,ENSG00000131899.10,Q15334, HUGL,Homo sapiens
IUUC-Hsa-046004,ENSG00000131899.10,Q15334, HUGL1,Homo sapiens
IUUC-Hsa-046718,ENSG00000221914.8,P63151-2,PPP2R2A,Homo sapiens
IUUC-Hsa-045976,ENSG00000115368.9,Q8IWA0,WDR75,Homo sapiens
IUUC-Hsa-045976,ENSG00000115368.9,Q8IWA0, UTP17,Homo sapiens
IUUC-Hsa-046150,ENSG00000159259.7,Q13112,CHAF1B,Homo sapiens
IUUC-Hsa-046150,ENSG00000159259.7,Q13112, CAF1A,Homo sapiens
IUUC-Hsa-046150,ENSG00000159259.7,Q13112, CAF1P60,Homo sapiens
IUUC-Hsa-046150,ENSG00000159259.7,Q13112, MPHOSPH7,Homo sapiens
IUUC-Hsa-046150,ENSG00000159259.7,Q13112, MPP7,Homo sapiens
IUUC-Hsa-046535,ENSG00000123977.9,Q8N136,DAW1,Homo sapiens
IUUC-Hsa-046535,ENSG00000123977.9,Q8N136, WDR69,Homo sapiens
IUUC-Hsa-046739,ENSG00000174776.10,Q8IV35,WDR49,Homo sapiens
IUUC-Hsa-045887,ENSG00000141564.13,Q8N122,RPTOR,Homo sapiens
IUUC-Hsa-045887,ENSG00000141564.13,Q8N122, KIAA1303,Homo sapiens
IUUC-Hsa-045887,ENSG00000141564.13,Q8N122, RAPTOR,Homo sapiens
IUUC-Hsa-045711,ENSG00000106638.15,Q9Y4P3,TBL2,Homo sapiens
IUUC-Hsa-045711,ENSG00000106638.15,Q9Y4P3, WBSCR13,Homo sapiens
IUUC-Hsa-045711,ENSG00000106638.15,Q9Y4P3, UNQ563/PRO1125,Homo sapiens
IUUC-Hsa-045824,ENSG00000167965.17,A0A0A0MR05,MLST8,Homo sapiens
IUUC-Hsa-045692,ENSG00000139668.8,Q96P53,WDFY2,Homo sapiens
IUUC-Hsa-045692,ENSG00000139668.8,Q96P53, WDF2,Homo sapiens
IUUC-Hsa-045692,ENSG00000139668.8,Q96P53, ZFYVE22,Homo sapiens
IUUC-Hsa-046842,ENSG00000164253.13,Q9HAD4,WDR41,Homo sapiens
IUUC-Hsa-046842,ENSG00000164253.13,Q9HAD4, MSTP048,Homo sapiens
IUUC-Hsa-045823,ENSG00000164087.7,Q8NBT0,POC1A,Homo sapiens
IUUC-Hsa-045823,ENSG00000164087.7,Q8NBT0, WDR51A,Homo sapiens
IUUC-Hsa-046135,ENSG00000163913.11,Q9HBG6-5,IFT122,Homo sapiens
IUUC-Hsa-046135,ENSG00000163913.11,Q9HBG6-5, SPG,Homo sapiens
IUUC-Hsa-046135,ENSG00000163913.11,Q9HBG6-5, WDR10,Homo sapiens
IUUC-Hsa-046135,ENSG00000163913.11,Q9HBG6-5, WDR140,Homo sapiens
IUUC-Hsa-046586,ENSG00000163625.15,Q8IZQ1,WDFY3,Homo sapiens
IUUC-Hsa-046586,ENSG00000163625.15,Q8IZQ1, KIAA0993,Homo sapiens
IUUC-Hsa-045842,ENSG00000206530.9,Q96MT7,CFAP44,Homo sapiens
IUUC-Hsa-045842,ENSG00000206530.9,Q96MT7, WDR52,Homo sapiens
IUUC-Hsa-046065,ENSG00000243667.6,Q96MX6,WDR92,Homo sapiens
IUUC-Hsa-045840,ENSG00000162643.12,Q8IWG1,WDR63,Homo sapiens
IUUC-Hsa-046826,ENSG00000161036.11,Q9UFC0,LRWD1,Homo sapiens
IUUC-Hsa-046826,ENSG00000161036.11,Q9UFC0, CENP-33,Homo sapiens
IUUC-Hsa-046826,ENSG00000161036.11,Q9UFC0, ORCA,Homo sapiens
IUUC-Hsa-045915,ENSG00000160410.14,Q8TBC3,SHKBP1,Homo sapiens
IUUC-Hsa-045915,ENSG00000160410.14,Q8TBC3, SB1,Homo sapiens
IUUC-Hsa-045915,ENSG00000160410.14,Q8TBC3, PP203,Homo sapiens
IUUC-Hsa-046145,ENSG00000241945.7,Q15269,PWP2,Homo sapiens
IUUC-Hsa-046145,ENSG00000241945.7,Q15269, PWP2H,Homo sapiens
IUUC-Hsa-046770,ENSG00000158023.9,Q8TBY9,WDR66,Homo sapiens
IUUC-Hsa-046770,ENSG00000158023.9,Q8TBY9, CFAP251,Homo sapiens
IUUC-Hsa-046782,ENSG00000157954.14,Q9Y4P8,WIPI2,Homo sapiens
IUUC-Hsa-046782,ENSG00000157954.14,Q9Y4P8, CGI-50,Homo sapiens
IUUC-Hsa-046133,ENSG00000156787.16,Q96DN5,TBC1D31,Homo sapiens
IUUC-Hsa-046133,ENSG00000156787.16,Q96DN5, WDR67,Homo sapiens
IUUC-Hsa-046122,ENSG00000082516.8,Q8TEQ6,GEMIN5,Homo sapiens
IUUC-Hsa-046708,ENSG00000150627.15,Q8IZU2,WDR17,Homo sapiens
IUUC-Hsa-046840,ENSG00000148399.12,Q9BTV6,DPH7,Homo sapiens
IUUC-Hsa-046840,ENSG00000148399.12,Q9BTV6, C9orf112,Homo sapiens
IUUC-Hsa-046840,ENSG00000148399.12,Q9BTV6, WDR85,Homo sapiens
IUUC-Hsa-045781,ENSG00000145087.12,Q9Y2K9,STXBP5L,Homo sapiens
IUUC-Hsa-045781,ENSG00000145087.12,Q9Y2K9, KIAA1006,Homo sapiens
IUUC-Hsa-045781,ENSG00000145087.12,Q9Y2K9, LLGL4,Homo sapiens
IUUC-Hsa-045848,ENSG00000116213.15,Q9P2S5,WRAP73,Homo sapiens
IUUC-Hsa-045848,ENSG00000116213.15,Q9P2S5, WDR8,Homo sapiens
IUUC-Hsa-046296,ENSG00000185800.11,Q09019,DMWD,Homo sapiens
IUUC-Hsa-046296,ENSG00000185800.11,Q09019, DM9,Homo sapiens
IUUC-Hsa-046674,ENSG00000114650.18,Q12770,SCAP,Homo sapiens
IUUC-Hsa-046674,ENSG00000114650.18,Q12770, KIAA0199,Homo sapiens
IUUC-Hsa-046674,ENSG00000114650.18,Q12770, PSEC0227,Homo sapiens
IUUC-Hsa-045994,ENSG00000128815.18,H3BLT2,WDFY4,Homo sapiens
IUUC-Hsa-046541,ENSG00000082068.8,Q9NW82,WDR70,Homo sapiens
IUUC-Hsa-046784,ENSG00000051596.9,Q96J01,THOC3,Homo sapiens
IUUC-Hsa-046415,ENSG00000115808.11,O43815,STRN,Homo sapiens
IUUC-Hsa-045949,ENSG00000103994.16,Q9H2Y7,ZNF106,Homo sapiens
IUUC-Hsa-045949,ENSG00000103994.16,Q9H2Y7, SH3BP3,Homo sapiens
IUUC-Hsa-045949,ENSG00000103994.16,Q9H2Y7, ZFP106,Homo sapiens
IUUC-Hsa-045949,ENSG00000103994.16,Q9H2Y7, ZNF474,Homo sapiens
IUUC-Hsa-046985,ENSG00000120008.15,Q9BZH6,WDR11,Homo sapiens
IUUC-Hsa-046985,ENSG00000120008.15,Q9BZH6, BRWD2,Homo sapiens
IUUC-Hsa-046985,ENSG00000120008.15,Q9BZH6, KIAA1351,Homo sapiens
IUUC-Hsa-046985,ENSG00000120008.15,Q9BZH6, WDR15,Homo sapiens
IUUC-Hsa-046442,ENSG00000100084.14,P54198,HIRA,Homo sapiens
IUUC-Hsa-046442,ENSG00000100084.14,P54198, DGCR1,Homo sapiens
IUUC-Hsa-046442,ENSG00000100084.14,P54198, HIR,Homo sapiens
IUUC-Hsa-046442,ENSG00000100084.14,P54198, TUPLE1,Homo sapiens
IUUC-Hsa-046309,ENSG00000241685.8,Q92747,ARPC1A,Homo sapiens
IUUC-Hsa-046309,ENSG00000241685.8,Q92747, SOP2L,Homo sapiens
IUUC-Hsa-046182,ENSG00000129566.12,Q99973,TEP1,Homo sapiens
IUUC-Hsa-046182,ENSG00000129566.12,Q99973, TLP1,Homo sapiens
IUUC-Hsa-046182,ENSG00000129566.12,Q99973, TP1,Homo sapiens
IUUC-Hsa-046434,ENSG00000069966.18,O14775,GNB5,Homo sapiens
IUUC-Hsa-045940,ENSG00000113593.11,Q96BP3,PPWD1,Homo sapiens
IUUC-Hsa-045940,ENSG00000113593.11,Q96BP3, KIAA0073,Homo sapiens
IUUC-Hsa-046003,ENSG00000138073.13,Q9HCU5,PREB,Homo sapiens
IUUC-Hsa-046003,ENSG00000138073.13,Q9HCU5, SEC12,Homo sapiens
IUUC-Hsa-046075,ENSG00000136636.12,Q9Y597,KCTD3,Homo sapiens
IUUC-Hsa-046732,ENSG00000091157.13,Q9Y4E6,WDR7,Homo sapiens
IUUC-Hsa-046732,ENSG00000091157.13,Q9Y4E6, KIAA0541,Homo sapiens
IUUC-Hsa-046732,ENSG00000091157.13,Q9Y4E6, TRAG,Homo sapiens
IUUC-Hsa-046353,ENSG00000131725.13,Q5JSH3,WDR44,Homo sapiens
IUUC-Hsa-046623,ENSG00000130429.12,O15143,ARPC1B,Homo sapiens
IUUC-Hsa-046623,ENSG00000130429.12,O15143, ARC41,Homo sapiens
IUUC-Hsa-046676,ENSG00000127580.15,Q96S15,WDR24,Homo sapiens
IUUC-Hsa-046676,ENSG00000127580.15,Q96S15, C16orf21,Homo sapiens
IUUC-Hsa-046676,ENSG00000127580.15,Q96S15, JFP7,Homo sapiens
IUUC-Hsa-046311,ENSG00000104953.19,Q9H808,TLE6,Homo sapiens
IUUC-Hsa-046247,ENSG00000116455.13,Q9BQA1,WDR77,Homo sapiens
IUUC-Hsa-046247,ENSG00000116455.13,Q9BQA1, MEP50,Homo sapiens
IUUC-Hsa-046247,ENSG00000116455.13,Q9BQA1, WD45,Homo sapiens
IUUC-Hsa-046247,ENSG00000116455.13,Q9BQA1, HKMT1069,Homo sapiens
IUUC-Hsa-046247,ENSG00000116455.13,Q9BQA1, Nbla10071,Homo sapiens
IUUC-Hsa-045884,ENSG00000085449.14,Q8IWB7,WDFY1,Homo sapiens
IUUC-Hsa-045884,ENSG00000085449.14,Q8IWB7, KIAA1435,Homo sapiens
IUUC-Hsa-045884,ENSG00000085449.14,Q8IWB7, WDF1,Homo sapiens
IUUC-Hsa-045884,ENSG00000085449.14,Q8IWB7, ZFYVE17,Homo sapiens
IUUC-Hsa-047017,ENSG00000114767.6,O43818,RRP9,Homo sapiens
IUUC-Hsa-047017,ENSG00000114767.6,O43818, RNU3IP2,Homo sapiens
IUUC-Hsa-047017,ENSG00000114767.6,O43818, U355K,Homo sapiens
IUUC-Hsa-046105,ENSG00000114450.9,Q9HAV0,GNB4,Homo sapiens
IUUC-Hsa-046203,ENSG00000111664.10,P16520,GNB3,Homo sapiens
IUUC-Hsa-045741,ENSG00000011260.13,Q9Y5J1,UTP18,Homo sapiens
IUUC-Hsa-045741,ENSG00000011260.13,Q9Y5J1, WDR50,Homo sapiens
IUUC-Hsa-045741,ENSG00000011260.13,Q9Y5J1, CDABP0061,Homo sapiens
IUUC-Hsa-045741,ENSG00000011260.13,Q9Y5J1, CGI-48,Homo sapiens
IUUC-Hsa-046874,ENSG00000102879.15,P31146,CORO1A,Homo sapiens
IUUC-Hsa-046874,ENSG00000102879.15,P31146, CORO1,Homo sapiens
IUUC-Hsa-046553,ENSG00000023734.10,Q9Y3F4-2,STRAP,Homo sapiens
IUUC-Hsa-046553,ENSG00000023734.10,Q9Y3F4-2, MAWD,Homo sapiens
IUUC-Hsa-046553,ENSG00000023734.10,Q9Y3F4-2, UNRIP,Homo sapiens
IUUC-Hsa-046276,ENSG00000278693.3,Q96Q27,ASB2,Homo sapiens
IUUC-Hsa-045863,ENSG00000132128.16,Q15345,LRRC41,Homo sapiens
IUUC-Hsa-045863,ENSG00000132128.16,Q15345, MUF1,Homo sapiens
IUUC-Hsa-045863,ENSG00000132128.16,Q15345, PP7759,Homo sapiens
IUUC-Hsa-045926,ENSG00000274229.2,O14512,SOCS7,Homo sapiens
IUUC-Hsa-045926,ENSG00000274229.2,O14512, NAP4,Homo sapiens
IUUC-Hsa-045926,ENSG00000274229.2,O14512, SOCS6,Homo sapiens
IUUC-Hsa-046344,ENSG00000176871.8,Q9NYS7,WSB2,Homo sapiens
IUUC-Hsa-046131,ENSG00000111671.9,Q99619,SPSB2,Homo sapiens
IUUC-Hsa-046131,ENSG00000111671.9,Q99619, GRCC9,Homo sapiens
IUUC-Hsa-046131,ENSG00000111671.9,Q99619, SSB2,Homo sapiens
IUUC-Hsa-046101,ENSG00000165192.13,Q8WXH4,ASB11,Homo sapiens
IUUC-Hsa-046111,ENSG00000146809.12,Q8WXK1,ASB15,Homo sapiens
IUUC-Hsa-046594,ENSG00000270898.5,Q9Y575,GPR75-ASB3,Homo sapiens
IUUC-Hsa-046594,ENSG00000270898.5,Q9Y575, ASB3,Homo sapiens
IUUC-Hsa-046889,ENSG00000144747.15,P82094,TMF1,Homo sapiens
IUUC-Hsa-046889,ENSG00000144747.15,P82094, ARA160,Homo sapiens
IUUC-Hsa-046409,ENSG00000170677.5,O14544,SOCS6,Homo sapiens
IUUC-Hsa-046409,ENSG00000170677.5,O14544, CIS4,Homo sapiens
IUUC-Hsa-046409,ENSG00000170677.5,O14544, SOCS4,Homo sapiens
IUUC-Hsa-046322,ENSG00000180008.8,Q8WXH5,SOCS4,Homo sapiens
IUUC-Hsa-046556,ENSG00000102048.15,Q96DX5,ASB9,Homo sapiens
IUUC-Hsa-046596,ENSG00000124257.6,Q9BR09,NEURL2,Homo sapiens
IUUC-Hsa-046596,ENSG00000124257.6,Q9BR09, C20orf163,Homo sapiens
IUUC-Hsa-046866,ENSG00000198881.9,Q8WXK4,ASB12,Homo sapiens
IUUC-Hsa-046678,ENSG00000114737.15,Q9NSE2,CISH,Homo sapiens
IUUC-Hsa-046678,ENSG00000114737.15,Q9NSE2, G18,Homo sapiens
IUUC-Hsa-046557,ENSG00000120833.13,O14508,SOCS2,Homo sapiens
IUUC-Hsa-046557,ENSG00000120833.13,O14508, CIS2,Homo sapiens
IUUC-Hsa-046557,ENSG00000120833.13,O14508, SSI2,Homo sapiens
IUUC-Hsa-046557,ENSG00000120833.13,O14508, STATI2,Homo sapiens
IUUC-Hsa-046854,ENSG00000183475.12,Q9H672,ASB7,Homo sapiens
IUUC-Hsa-046010,ENSG00000185338.4,O15524,SOCS1,Homo sapiens
IUUC-Hsa-046010,ENSG00000185338.4,O15524, SSI1,Homo sapiens
IUUC-Hsa-046010,ENSG00000185338.4,O15524, TIP3,Homo sapiens
IUUC-Hsa-046909,ENSG00000184557.4,O14543,SOCS3,Homo sapiens
IUUC-Hsa-046909,ENSG00000184557.4,O14543, CIS3,Homo sapiens
IUUC-Hsa-046909,ENSG00000184557.4,O14543, SSI3,Homo sapiens
IUUC-Hsa-045783,ENSG00000171621.13,Q96BD6,SPSB1,Homo sapiens
IUUC-Hsa-045783,ENSG00000171621.13,Q96BD6, SSB1,Homo sapiens
IUUC-Hsa-045812,ENSG00000005981.12,Q9Y574,ASB4,Homo sapiens
IUUC-Hsa-046104,ENSG00000177981.10,Q9H765,ASB8,Homo sapiens
IUUC-Hsa-046104,ENSG00000177981.10,Q9H765, PP14212,Homo sapiens
IUUC-Hsa-046998,ENSG00000175093.4,Q96A44,SPSB4,Homo sapiens
IUUC-Hsa-046998,ENSG00000175093.4,Q96A44, SSB4,Homo sapiens
IUUC-Hsa-046964,ENSG00000169018.5,Q9UK73,FEM1B,Homo sapiens
IUUC-Hsa-046964,ENSG00000169018.5,Q9UK73, F1AA,Homo sapiens
IUUC-Hsa-046964,ENSG00000169018.5,Q9UK73, KIAA0396,Homo sapiens
IUUC-Hsa-045805,ENSG00000171150.7,O75159,SOCS5,Homo sapiens
IUUC-Hsa-045805,ENSG00000171150.7,O75159, CIS6,Homo sapiens
IUUC-Hsa-045805,ENSG00000171150.7,O75159, CISH5,Homo sapiens
IUUC-Hsa-045805,ENSG00000171150.7,O75159, CISH6,Homo sapiens
IUUC-Hsa-045805,ENSG00000171150.7,O75159, KIAA0671,Homo sapiens
IUUC-Hsa-046896,ENSG00000165501.16,Q96L50,LRR1,Homo sapiens
IUUC-Hsa-046896,ENSG00000165501.16,Q96L50, PPIL5,Homo sapiens
IUUC-Hsa-046908,ENSG00000159479.16,Q96G25,MED8,Homo sapiens
IUUC-Hsa-046356,ENSG00000148331.11,Q9NWX5,ASB6,Homo sapiens
IUUC-Hsa-045702,ENSG00000065802.11,Q9Y576,ASB1,Homo sapiens
IUUC-Hsa-045702,ENSG00000065802.11,Q9Y576, KIAA1146,Homo sapiens
